ann_index,source_xml_x,source_rgb_x,label_x,ann_index_x,source_xml_y,source_rgb_y,label_y,index_right,individualID_x,scientificName_x,lat,lon,plotID,_coord_src,dist_m_x,match_type_x,year_ann,site_ann,ann_index_y,individualID_y,scientificName_y,year_field,site_field,match_type_y,dist_m_y,match_type,confidence,species,match_type_c,dist_m_c,_rank,_dist
189088,BART_036_2019.xml,BART_036_2019.tif,Tree,25182,BART_036_2019.xml,BART_036_2019.tif,Tree,227,NEON.PLA.D01.BART.04974A,Betula alleghaniensis Britton,44.06218390897347,-71.2857131107209,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Betula alleghaniensis Britton,within,0.0,0,0.0
189094,BART_036_2019.xml,BART_036_2019.tif,Tree,25187,BART_036_2019.xml,BART_036_2019.tif,Tree,137,NEON.PLA.D01.BART.04561,Acer rubrum L.,44.06195617681731,-71.28594920824825,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Acer rubrum L.,within,0.0,0,0.0
189096,BART_036_2019.xml,BART_036_2019.tif,Tree,25189,BART_036_2019.xml,BART_036_2019.tif,Tree,228,NEON.PLA.D01.BART.04990,Acer rubrum L.,44.06205607879254,-71.28587377715453,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Acer rubrum L.,within,0.0,0,0.0
189097,BART_036_2019.xml,BART_036_2019.tif,Tree,25189,BART_036_2019.xml,BART_036_2019.tif,Tree,232,NEON.PLA.D01.BART.04990,Acer rubrum L.,44.06205607879254,-71.28587377715453,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Acer rubrum L.,within,0.0,0,0.0
189098,BART_036_2019.xml,BART_036_2019.tif,Tree,25189,BART_036_2019.xml,BART_036_2019.tif,Tree,241,NEON.PLA.D01.BART.04990,Acer rubrum L.,44.06205607879254,-71.28587377715453,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Acer rubrum L.,within,0.0,0,0.0
189099,BART_036_2019.xml,BART_036_2019.tif,Tree,25189,BART_036_2019.xml,BART_036_2019.tif,Tree,179,NEON.PLA.D01.BART.04990,Acer rubrum L.,44.06205607879254,-71.28587377715453,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Acer rubrum L.,within,0.0,0,0.0
189100,BART_036_2019.xml,BART_036_2019.tif,Tree,25189,BART_036_2019.xml,BART_036_2019.tif,Tree,153,NEON.PLA.D01.BART.04990,Acer rubrum L.,44.06205607879254,-71.28587377715453,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Acer rubrum L.,within,0.0,0,0.0
189101,BART_036_2019.xml,BART_036_2019.tif,Tree,25189,BART_036_2019.xml,BART_036_2019.tif,Tree,213,NEON.PLA.D01.BART.04990,Acer rubrum L.,44.06205607879254,-71.28587377715453,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Acer rubrum L.,within,0.0,0,0.0
189102,BART_036_2019.xml,BART_036_2019.tif,Tree,25189,BART_036_2019.xml,BART_036_2019.tif,Tree,178,NEON.PLA.D01.BART.04990,Acer rubrum L.,44.06205607879254,-71.28587377715453,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Acer rubrum L.,within,0.0,0,0.0
189103,BART_036_2019.xml,BART_036_2019.tif,Tree,25189,BART_036_2019.xml,BART_036_2019.tif,Tree,156,NEON.PLA.D01.BART.04990,Acer rubrum L.,44.06205607879254,-71.28587377715453,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Acer rubrum L.,within,0.0,0,0.0
189104,BART_036_2019.xml,BART_036_2019.tif,Tree,25189,BART_036_2019.xml,BART_036_2019.tif,Tree,140,NEON.PLA.D01.BART.04990,Acer rubrum L.,44.06205607879254,-71.28587377715453,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Acer rubrum L.,within,0.0,0,0.0
189106,BART_036_2019.xml,BART_036_2019.tif,Tree,25191,BART_036_2019.xml,BART_036_2019.tif,Tree,180,NEON.PLA.D01.BART.04540,Fagus grandifolia Ehrh.,44.06216786846935,-71.28576056902891,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189107,BART_036_2019.xml,BART_036_2019.tif,Tree,25191,BART_036_2019.xml,BART_036_2019.tif,Tree,165,NEON.PLA.D01.BART.04540,Fagus grandifolia Ehrh.,44.06216786846935,-71.28576056902891,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189108,BART_036_2019.xml,BART_036_2019.tif,Tree,25191,BART_036_2019.xml,BART_036_2019.tif,Tree,171,NEON.PLA.D01.BART.04540,Fagus grandifolia Ehrh.,44.06216786846935,-71.28576056902891,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189109,BART_036_2019.xml,BART_036_2019.tif,Tree,25192,BART_036_2019.xml,BART_036_2019.tif,Tree,155,NEON.PLA.D01.BART.04552,Fagus grandifolia Ehrh.,44.06221589344906,-71.28575602893571,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189110,BART_036_2019.xml,BART_036_2019.tif,Tree,25192,BART_036_2019.xml,BART_036_2019.tif,Tree,185,NEON.PLA.D01.BART.04552,Fagus grandifolia Ehrh.,44.06221589344906,-71.28575602893571,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189111,BART_036_2019.xml,BART_036_2019.tif,Tree,25192,BART_036_2019.xml,BART_036_2019.tif,Tree,139,NEON.PLA.D01.BART.04552,Fagus grandifolia Ehrh.,44.06221589344906,-71.28575602893571,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189113,BART_036_2019.xml,BART_036_2019.tif,Tree,25194,BART_036_2019.xml,BART_036_2019.tif,Tree,166,NEON.PLA.D01.BART.04965,Betula alleghaniensis Britton,44.06207968188907,-71.285980292766,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Betula alleghaniensis Britton,within,0.0,0,0.0
189114,BART_036_2019.xml,BART_036_2019.tif,Tree,25194,BART_036_2019.xml,BART_036_2019.tif,Tree,267,NEON.PLA.D01.BART.04965,Betula alleghaniensis Britton,44.06207968188907,-71.285980292766,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Betula alleghaniensis Britton,within,0.0,0,0.0
189115,BART_036_2019.xml,BART_036_2019.tif,Tree,25194,BART_036_2019.xml,BART_036_2019.tif,Tree,269,NEON.PLA.D01.BART.04965,Betula alleghaniensis Britton,44.06207968188907,-71.285980292766,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Betula alleghaniensis Britton,within,0.0,0,0.0
189116,BART_036_2019.xml,BART_036_2019.tif,Tree,25194,BART_036_2019.xml,BART_036_2019.tif,Tree,176,NEON.PLA.D01.BART.04965,Betula alleghaniensis Britton,44.06207968188907,-71.285980292766,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Betula alleghaniensis Britton,within,0.0,0,0.0
189117,BART_036_2019.xml,BART_036_2019.tif,Tree,25194,BART_036_2019.xml,BART_036_2019.tif,Tree,157,NEON.PLA.D01.BART.04965,Betula alleghaniensis Britton,44.06207968188907,-71.285980292766,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Betula alleghaniensis Britton,within,0.0,0,0.0
189119,BART_036_2019.xml,BART_036_2019.tif,Tree,25196,BART_036_2019.xml,BART_036_2019.tif,Tree,240,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189120,BART_036_2019.xml,BART_036_2019.tif,Tree,25196,BART_036_2019.xml,BART_036_2019.tif,Tree,177,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189121,BART_036_2019.xml,BART_036_2019.tif,Tree,25196,BART_036_2019.xml,BART_036_2019.tif,Tree,260,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189122,BART_036_2019.xml,BART_036_2019.tif,Tree,25196,BART_036_2019.xml,BART_036_2019.tif,Tree,150,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189123,BART_036_2019.xml,BART_036_2019.tif,Tree,25196,BART_036_2019.xml,BART_036_2019.tif,Tree,167,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189124,BART_036_2019.xml,BART_036_2019.tif,Tree,25196,BART_036_2019.xml,BART_036_2019.tif,Tree,159,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189125,BART_036_2019.xml,BART_036_2019.tif,Tree,25196,BART_036_2019.xml,BART_036_2019.tif,Tree,149,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189126,BART_036_2019.xml,BART_036_2019.tif,Tree,25196,BART_036_2019.xml,BART_036_2019.tif,Tree,175,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189127,BART_036_2019.xml,BART_036_2019.tif,Tree,25196,BART_036_2019.xml,BART_036_2019.tif,Tree,144,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189128,BART_036_2019.xml,BART_036_2019.tif,Tree,25197,BART_036_2019.xml,BART_036_2019.tif,Tree,264,NEON.PLA.D01.BART.08146,Fagus grandifolia Ehrh.,44.06214372908785,-71.28596360568866,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189129,BART_036_2019.xml,BART_036_2019.tif,Tree,25197,BART_036_2019.xml,BART_036_2019.tif,Tree,250,NEON.PLA.D01.BART.08146,Fagus grandifolia Ehrh.,44.06214372908785,-71.28596360568866,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189131,BART_036_2019.xml,BART_036_2019.tif,Tree,25199,BART_036_2019.xml,BART_036_2019.tif,Tree,144,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189132,BART_036_2019.xml,BART_036_2019.tif,Tree,25199,BART_036_2019.xml,BART_036_2019.tif,Tree,152,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189133,BART_036_2019.xml,BART_036_2019.tif,Tree,25199,BART_036_2019.xml,BART_036_2019.tif,Tree,147,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189134,BART_036_2019.xml,BART_036_2019.tif,Tree,25199,BART_036_2019.xml,BART_036_2019.tif,Tree,173,NEON.PLA.D01.BART.04984,Fagus grandifolia Ehrh.,44.06211830524141,-71.28582089145274,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189135,BART_036_2019.xml,BART_036_2019.tif,Tree,25200,BART_036_2019.xml,BART_036_2019.tif,Tree,181,NEON.PLA.D01.BART.04563,Fagus grandifolia Ehrh.,44.06201997456876,-71.28605127861128,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189136,BART_036_2019.xml,BART_036_2019.tif,Tree,25201,BART_036_2019.xml,BART_036_2019.tif,Tree,183,NEON.PLA.D01.BART.04564,Fagus grandifolia Ehrh.,44.06199577360263,-71.28604258492591,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189137,BART_036_2019.xml,BART_036_2019.tif,Tree,25201,BART_036_2019.xml,BART_036_2019.tif,Tree,158,NEON.PLA.D01.BART.04564,Fagus grandifolia Ehrh.,44.06199577360263,-71.28604258492591,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189138,BART_036_2019.xml,BART_036_2019.tif,Tree,25201,BART_036_2019.xml,BART_036_2019.tif,Tree,146,NEON.PLA.D01.BART.04564,Fagus grandifolia Ehrh.,44.06199577360263,-71.28604258492591,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189139,BART_036_2019.xml,BART_036_2019.tif,Tree,25201,BART_036_2019.xml,BART_036_2019.tif,Tree,174,NEON.PLA.D01.BART.04564,Fagus grandifolia Ehrh.,44.06199577360263,-71.28604258492591,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189140,BART_036_2019.xml,BART_036_2019.tif,Tree,25202,BART_036_2019.xml,BART_036_2019.tif,Tree,178,NEON.PLA.D01.BART.04551,Fagus grandifolia Ehrh.,44.062066923577,-71.28587438857963,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189141,BART_036_2019.xml,BART_036_2019.tif,Tree,25202,BART_036_2019.xml,BART_036_2019.tif,Tree,156,NEON.PLA.D01.BART.04551,Fagus grandifolia Ehrh.,44.062066923577,-71.28587438857963,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189142,BART_036_2019.xml,BART_036_2019.tif,Tree,25202,BART_036_2019.xml,BART_036_2019.tif,Tree,140,NEON.PLA.D01.BART.04551,Fagus grandifolia Ehrh.,44.062066923577,-71.28587438857963,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189143,BART_036_2019.xml,BART_036_2019.tif,Tree,25202,BART_036_2019.xml,BART_036_2019.tif,Tree,162,NEON.PLA.D01.BART.04551,Fagus grandifolia Ehrh.,44.062066923577,-71.28587438857963,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189144,BART_036_2019.xml,BART_036_2019.tif,Tree,25202,BART_036_2019.xml,BART_036_2019.tif,Tree,138,NEON.PLA.D01.BART.04551,Fagus grandifolia Ehrh.,44.062066923577,-71.28587438857963,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189145,BART_036_2019.xml,BART_036_2019.tif,Tree,25202,BART_036_2019.xml,BART_036_2019.tif,Tree,160,NEON.PLA.D01.BART.04551,Fagus grandifolia Ehrh.,44.062066923577,-71.28587438857963,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189146,BART_036_2019.xml,BART_036_2019.tif,Tree,25202,BART_036_2019.xml,BART_036_2019.tif,Tree,262,NEON.PLA.D01.BART.04551,Fagus grandifolia Ehrh.,44.062066923577,-71.28587438857963,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189147,BART_036_2019.xml,BART_036_2019.tif,Tree,25202,BART_036_2019.xml,BART_036_2019.tif,Tree,263,NEON.PLA.D01.BART.04551,Fagus grandifolia Ehrh.,44.062066923577,-71.28587438857963,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189148,BART_036_2019.xml,BART_036_2019.tif,Tree,25202,BART_036_2019.xml,BART_036_2019.tif,Tree,177,NEON.PLA.D01.BART.04551,Fagus grandifolia Ehrh.,44.062066923577,-71.28587438857963,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189149,BART_036_2019.xml,BART_036_2019.tif,Tree,25202,BART_036_2019.xml,BART_036_2019.tif,Tree,170,NEON.PLA.D01.BART.04551,Fagus grandifolia Ehrh.,44.062066923577,-71.28587438857963,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189150,BART_036_2019.xml,BART_036_2019.tif,Tree,25203,BART_036_2019.xml,BART_036_2019.tif,Tree,169,NEON.PLA.D01.BART.04976,Fagus grandifolia Ehrh.,44.062151742401234,-71.28591845822376,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189151,BART_036_2019.xml,BART_036_2019.tif,Tree,25203,BART_036_2019.xml,BART_036_2019.tif,Tree,226,NEON.PLA.D01.BART.04976,Fagus grandifolia Ehrh.,44.062151742401234,-71.28591845822376,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189152,BART_036_2019.xml,BART_036_2019.tif,Tree,25203,BART_036_2019.xml,BART_036_2019.tif,Tree,148,NEON.PLA.D01.BART.04976,Fagus grandifolia Ehrh.,44.062151742401234,-71.28591845822376,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189153,BART_036_2019.xml,BART_036_2019.tif,Tree,25204,BART_036_2019.xml,BART_036_2019.tif,Tree,182,NEON.PLA.D01.BART.04538,Fagus grandifolia Ehrh.,44.06219828395527,-71.28580754623869,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189154,BART_036_2019.xml,BART_036_2019.tif,Tree,25204,BART_036_2019.xml,BART_036_2019.tif,Tree,272,NEON.PLA.D01.BART.04538,Fagus grandifolia Ehrh.,44.06219828395527,-71.28580754623869,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
189155,BART_036_2019.xml,BART_036_2019.tif,Tree,25204,BART_036_2019.xml,BART_036_2019.tif,Tree,145,NEON.PLA.D01.BART.04538,Fagus grandifolia Ehrh.,44.06219828395527,-71.28580754623869,BART_036,LL,0.0,within,2019.0,,,,,,,,,no_hit,high,Fagus grandifolia Ehrh.,within,0.0,0,0.0
209279,SJER_003_2018.xml,SJER_003_2018.tif,Tree,29495,SJER_003_2018.xml,SJER_003_2018.tif,Tree,2273,NEON.PLA.D17.SJER.04780,Quercus wislizeni A. DC.,37.11663232551258,-119.73030136439812,,LL,2.4719254117303597,,2018.0,,209279.0,NEON.PLA.D17.SJER.04780,Quercus wislizeni A. DC.,2019.0,SJER,nearest,2.4719254117303597,no_hit,medium,Quercus wislizeni A. DC.,nearest,2.4719254117303597,3,2.4719254117303597
209280,SJER_003_2018.xml,SJER_003_2018.tif,Tree,29495,SJER_003_2018.xml,SJER_003_2018.tif,Tree,1691,NEON.PLA.D17.SJER.04780,Quercus wislizeni A. DC.,37.11663232551258,-119.73030136439812,,LL,2.4719254117303597,,2018.0,,209280.0,NEON.PLA.D17.SJER.04780,Quercus wislizeni A. DC.,2019.0,SJER,nearest,2.4719254117303597,no_hit,medium,Quercus wislizeni A. DC.,nearest,2.4719254117303597,3,2.4719254117303597
209281,SJER_003_2018.xml,SJER_003_2018.tif,Tree,29495,SJER_003_2018.xml,SJER_003_2018.tif,Tree,527,NEON.PLA.D17.SJER.04780,Quercus wislizeni A. DC.,37.11663232551258,-119.73030136439812,,LL,2.4719254117303597,,2018.0,,209281.0,NEON.PLA.D17.SJER.04780,Quercus wislizeni A. DC.,2019.0,SJER,nearest,2.4719254117303597,no_hit,medium,Quercus wislizeni A. DC.,nearest,2.4719254117303597,3,2.4719254117303597
